Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Germany,23317175.801225062,23874179.562667117,24804402.220169064,25337588.943257,25899149.435590774,26459036.83018893,27036019.346944563,27630018.251846597,28147615.640739106,28643590.70183658,29131810.46284188,29744882.681929976,30472394.78613448,31262982.674971864,32170579.146037396,33095841.5608408,34114925.39160694,35359080.23481952,36544942.38457282,37644590.792184755,38758490.05580362,39750725.588788755,40721870.24855369,41653569.16876354,42570475.93664023,43364803.69100429,43860089.82950474,44422309.71918137,45082710.92068475,45506969.13943244,45101301.9890529,43412063.78115986,41028460.48773036,38615833.86946355,37176359.62824442,37438543.88516746,38542670.28966003,39463661.38436191,40030546.26419551,40546854.38365645,41686499.66890109,43619055.49631021,45826087.92812349,48130937.52696221,50016331.681729615,51009699.016124144,51381766.42727187,51519019.49210103,51673377.52083905,52517219.12642608,54166883.65199601,55377212.395694904,57477215.781185426,59765639.49696092,62502227.0456007,65449211.555370376,68099191.69181335,69705011.21495865,70474892.05887988,70721270.46307701
Greece,2088537.745125832,2096125.7354444382,2128701.932532098,2188707.09073254,2285677.867138798,2359431.952025482,2403414.738969516,2414102.880974712,2411908.1704156343,2427960.0669262,2565429.650285848,2643464.897025442,2709296.372046396,2793709.073684118,2904773.2380751283,3026997.948537862,3164831.6766987923,3342504.81447025,3525935.376802518,3706669.299255022,3846126.916394642,3976913.950563196,4128831.224957492,4259027.754042886,4373152.703114942,4505288.057223378,4416840.237517396,4519243.660688726,4619373.63928989,4721727.85370429,4823314.411510582,4861087.05333005,4847987.682235284,4838608.493164426,4807853.020083176,4793395.487297142,4826237.411672224,4852032.64205493,4909026.224331256,5037323.295399152,5264215.031851996,5591020.228375512,5903446.626124082,6200667.517981282,6503193.113835536,6790700.197074754,7078955.253419308,7360508.077069996,7631421.967472418,7888596.772939984,8111935.637142482,8267267.99926772,8375605.998524808,8474436.86594302,8543890.105474023,8547019.78241477,8475726.135374587,8358540.401621484,8245547.2539588185,8191880.18365096
Hungary,2461549.964406618,2533985.2546075783,2596401.64189759,2665480.894875924,2749716.4449886982,2786199.8173766,2817762.314071502,2875986.115271078,2941207.4017061,3022569.160414162,3112758.970115466,3205478.109922972,3315184.112622714,3434131.51987391,3549594.947134462,3682862.102652288,3806149.7222647103,3911476.1455976823,3996006.9482520362,4084503.976714948,4152510.4787922082,4190883.467446222,4254530.073659484,4327418.0844242005,4415521.442831672,4508890.138230654,4590950.661287122,4689013.872097226,4796692.474011452,4828569.906750706,4738212.7872758405,4532234.772518246,4266399.225831,3998083.557794482,3887432.746961684,3979187.395133362,4124146.551297756,4278061.70122341,4429004.642230492,4542322.567688896,4703806.024430384,4947192.536206164,5169114.188209078,5369502.088179424,5502838.135956952,5556505.206264811,5581306.41975753,5589012.511092768,5600281.316429738,5619541.623892141,5624531.391844843,5578186.584568168,5546466.61985109,5567193.3482700065,5598696.794456592,5644352.679136246,5704554.672364408,5785463.710508714,5870211.03169356,5987278.664430031
Iceland,39111.120007964004,40341.338931214,41089.31203655,41709.342373868,43234.813838698,44917.753325704005,47240.406652800004,50419.292350478005,53548.969291226,55714.154596146,57210.100806818,59257.185095106004,61412.52864864,63184.04389812,64581.572594932004,66195.619822236,67356.946485784,67947.451568944,69374.505519914,71510.165570676,73075.00404105001,73950.919914404,74944.93680439,76116.105219324,77572.684424452,78724.16933661401,80062.64752511,81676.694752414,82670.7116424,83507.26051021,84757.16293623201,86243.267395518,87867.156374208,89727.24738616201,91459.395630098,93536.005172544,96291.69556062401,99037.544197318,101645.608314608,104224.14717774,106999.521068592,110562.23507032401,114203.683083144,117372.727029436,120699.238997904,124576.889043988,128169.12829987801,130659.09140053601,132095.98710289202,133463.990545546,134900.886247902,135560.283590764,136081.896414222,136327.940198872,136465.724718276,136642.87624322402,136918.44528203201,139004.896575864,143108.906903826,148580.920674442
India,28247676.72708057,30037812.570182882,31886723.352562387,33529961.21447726,34690234.81062696,35271518.17273828,36748784.73927965,37756471.8219408,38465402.69952854,39103768.21967866,39806961.35620836,41938340.24511745,44030106.08469789,45977926.468506694,47659576.68608113,49029154.80895689,51412600.63436421,53401067.451397195,55066626.405455515,56540202.31522714,57948881.71635948,60714128.445035286,63205361.131622076,65413712.358121075,67350893.8086816,69064805.28729935,72076656.78045416,74679790.18029977,76858507.89337553,78624925.11563759,80077784.13874167,83538950.94967292,86615718.63496979,89387244.40102986,91946040.71088155,94393822.06509915,98607981.27457327,102526956.83472708,106262275.47226675,109929754.91750272,113644730.65492752,118780874.9759935,123624463.39535923,128295417.65366316,132920499.50875692,137631932.89051145,143820416.3202769,149618034.5937473,155176537.67554346,160691835.4687551,166351974.31711447,173781896.26670995,181004737.92539257,187919837.85998636,194326355.44995722,200274316.3176002,207275826.82936305,213683928.94130707,219776327.35229096,225779382.34419274
Indonesia,7681654.266546562,7939567.203368079,8136786.059392132,8282050.309849492,8381373.264837004,8443563.29184514,8715323.572866756,8927777.460036337,9085973.771814901,9185788.814371714,9233501.625091042,9452539.643937858,9605500.14397907,9731887.915278083,9865647.158365209,10026923.93832759,10417641.46835179,10768391.645997444,11116553.44302858,11500775.41713802,11937788.545681965,12619221.569897218,13264604.258785555,13876131.32290605,14457021.014961928,15016544.264758801,15760403.518015452,16444907.168663139,17056138.980242055,17561079.87685217,17960595.932615455,18523740.946922377,18972357.500350412,19366204.70731536,19748261.49611988,20148043.279170588,20830322.694005035,21503370.546039417,22259679.61479936,23166262.385472137,24233915.25932819,25290752.048411027,26132310.3676765,26737085.9903462,27132311.04250519,27369605.510173034,28640411.816138897,29721164.061089717,30561629.945951346,31183746.734563176,31662793.98327673,32794851.278202765,33932626.63068406,35112022.74977676,36347851.471316785,35764521.02491718,37052816.12309596,38570857.065629534,40301686.51487981,42217609.782446586
Ireland,983190.9634614,986635.5764465,983190.9634614,982206.7883228001,978270.0877684001,973349.2120754,968428.3363824,967444.1612438001,964491.635828,964491.635828,968428.3363824,966459.9861052,976301.7374912,987127.6640158,997953.5905404,1010747.8673422,1021573.7938668,1031415.5452528,1040765.2090695,1051591.1355941002,1059956.6242722,1072258.8135047,1095386.9292618001,1115070.4320338,1134753.9348058,1150500.7370234001,1165263.3641024001,1197741.1436762,1235139.7989430001,1266141.3158089002,1294682.3948283,1312889.6348924001,1330604.7873872,1332081.0500951,1341922.8014811,1361606.3042531,1376546.0828570481,1386289.416729188,1406819.310120384,1413974.263378006,1424357.311090236,1444651.0024481681,1463192.862059392,1488072.8095632,1506772.1371966,1525215.579293964,1533620.434977608,1555803.7426016522,1577987.050225696,1611291.53691592,1647784.751055208,1684150.022426478,1727168.317734684,1768917.027114096,1822761.248946902,1879272.585405314,1915628.015025198,1965545.37805499,2036632.348316068,2114874.271834768
Israel,272429.52011586603,284160.887767978,299976.58224528003,333123.600913328,355946.622377462,394644.388827214,402547.315190172,415823.837809886,425655.74744450004,441894.6372314,464038.5778499,493071.7444386,547693.4646309,568853.2301108,602807.2723925,652016.0293225,701716.8738218,736655.0912421,780450.8849098,830643.8169784,882313.0117549,930045.505977,972365.0369368,1020097.5311589,1128356.7964049,1190359.8301367,1247934.0757448,1303047.8835064,1353240.8155750001,1402449.572505,1464452.6062368,1543186.6173248,1562870.1200968002,1565330.5579432999,1585998.2358539,1625857.3289672001,1716401.4417184,1774467.7748958,1844836.2973057001,1926030.7462402,2018051.1216993001,2120897.4236830003,2220299.1126816003,2306906.5248784,2371862.084026,2422227.246743855,2456845.60724411,2477129.4568506563,2489569.4306025603,2517943.199848398,2548118.0095978742,2616646.124498592,2664491.798861631,2744775.885792926,2813112.0865416173,2864717.309934108,2907125.416656382,2933629.2531388802,2953927.865372505,3003702.5230072
Italy,13068074.325358521,13597737.701450268,13922850.116735393,14204806.452192906,14635776.745385846,14995699.435323253,15445930.035978595,15785283.46551926,15979136.442569302,16134508.171700085,16243731.928581912,16775481.755967492,17428009.556362066,17787735.41127175,18121941.604837537,18617709.989155903,19157549.736180775,19667539.45125191,20150336.407243524,20655779.233174328,21237338.16432445,21834201.01887981,22514561.29219399,23323100.535559434,24238304.680446345,25246159.07288106,26227686.780358225,27234232.219858605,28331203.67109355,29320713.038944762,30090751.350888174,30301778.184106786,29724470.889555413,28632489.20627317,27747184.302096926,28003994.96276321,29043953.148219056,30016770.90571961,30925056.29938217,31840309.653026007,32837141.283908404,34137915.72284464,35897640.55416421,37838178.04194737,39548457.91430368,40774631.877734035,41544148.57685399,42074845.33684127,42536256.167071104,43045665.21881047,43605769.13193911,44095347.05463568,44580161.56966143,45340062.87767726,46330979.61597667,47170776.26174405,47633122.05835556,47835340.524083704,47939968.18306827,47983754.13498458
Japan,14280991.449671932,14370512.020278988,14832926.709150199,15127992.257453864,15796916.415657513,16140974.202360686,16482906.170764485,17068608.479248118,17566138.537064575,18268396.707212605,19063561.010444473,20273250.04030328,20932125.77034182,21922146.909265105,22736423.893688586,24118796.293366145,25525418.76845881,26938900.944267515,28394535.34126246,29610208.155963954,30825447.93360446,31740278.091938704,33348026.598355666,34868291.77670247,36643143.379902326,38653832.871564895,40335414.19687963,42259289.599566296,44007312.588487916,46037291.91286705,47859324.87221138,49833452.25747497,51165956.502879664,52332509.13641363,53161263.33712592,55066173.68489176,56737352.27899149,58537241.29771733,60635502.69321253,62928778.39242132,66693720.70163285,70378364.161286,74093625.30950099,77926987.47434801,82011314.299538,85660438.87843908,89365622.07323483,93007306.28808808,96400840.58349474,99304147.40061335,102043618.58240923,104717307.49794108,107184969.18995841,108980006.22525094,109748282.86369626,111996532.5503141,115209736.43507507,118412478.53811274,120849187.9220211,123701809.71950181
Korea,1603083.516259996,1707917.8520236681,1832721.101349534,1945458.3634761642,2060006.5078578182,2180203.8175350362,2243968.52476493,2198942.51217398,2178097.682738432,2182949.66617173,2271072.708081974,2441423.582822248,2450920.872909738,2510010.748231282,2609520.696495128,2894350.823357354,3081708.244492636,3201177.26456729,3247148.0852912962,3306838.307447386,3446856.904416008,3594355.23243799,3874451.47688355,4045550.32472916,4209297.384289429,4464553.048236724,4597446.217201882,4808896.245730092,5040049.460533074,5282225.436888376,5948915.517527402,6239749.112735089,6449220.949234713,6569802.087215984,6716178.455579963,7132907.73451736,7549292.552156248,7897208.305402734,8242289.634250052,8670533.76230907,9036676.439122427,9442835.677071262,9887692.681469848,10380419.964609938,11009888.541507112,11624082.720253214,12204421.274231477,12939147.382201921,13686057.578388233,14590957.409574002,15659496.041054795,16742206.794531427,17823834.9553556,18855614.64540968,19992691.233542576,21104838.665414736,22315068.99159977,23862251.359987285,25280900.45527364,25998373.973064426
Latvia,675478.7646267241,691629.07865115,706194.87070243,719756.804112338,732866.01695849,746536.209633644,761731.873773628,776150.0395541181,790125.326522238,803451.0578988821,804258.0815125341,816068.183175734,832454.699233424,842827.905194268,856089.665186903,874597.0786682761,897124.84759083,926276.115196162,958803.103526892,987004.642123475,1008120.119722138,1028630.3296105621,1051655.106978109,1072455.64853242,1087336.376628052,1097463.538804246,1110636.723034407,1126171.927597208,1133691.025656112,1144684.261954274,1139861.803775134,1081490.376304768,1008090.5944679801,954088.904612998,914820.3165828581,889251.44648203,879577.004869592,885993.826773264,908433.0199333441,939582.163070034,978644.074321068,1028718.905373036,1089344.093910796,1150914.090581612,1197987.18746085,1240257.5096637201,1276179.90222262,1298284.475835576,1306512.179994272,1303352.977799366,1301650.354809588,1310665.399079164,1329463.144226424,1352483.000718278,1379400.190758988,1403335.33012974,1424416.361598552,1438706.584611024,1436472.507046402,1425961.516566154
Lithuania,505383.775422486,547673.7811281281,595396.433598842,644792.183805176,691668.445656694,734076.552378968,767902.65189265,796207.528878786,821048.1093770501,845199.7672782941,852128.360254038,884488.038811206,920272.646850702,944286.5202325421,969018.84146556,1001678.693440001,1042143.0542635401,1089924.7572425702,1137219.293527993,1175808.800712499,1204010.3393090821,1237501.81927564,1289987.879417178,1343969.885769388,1375064.8992734551,1381816.340724251,1386441.963875671,1395181.439106439,1391013.4573944681,1379852.911322744,1354490.718001022,1304652.088982318,1238402.3395274591,1164840.168792802,1119085.866599288,1114322.458928464,1134065.01220878,1168594.796946561,1219048.53542689,1278620.656566348,1331067.349702342,1404201.404251708,1510492.319220508,1625788.436707498,1721902.980743174,1791641.63106437,1845229.96736114,1887480.606061238,1923265.214100734,1944513.555343108,1961283.8997048521,1986665.7765293461,2010217.087596044,2021377.633667768,2029369.1357932,2032046.0921701922,2033610.9306405662,2037232.695150614,2028375.118903214,1999538.787342234
Luxembourg,95238.628162322,97334.92120754,99254.06272781,101025.57797729,102541.20769073401,103899.369382002,106015.345929992,107599.867903138,108967.87134579201,110631.127330026,111664.51122555601,114410.35986225,117677.821322402,121712.93939066201,126062.993503274,130373.68061034201,134566.266700778,139201.731603584,142793.970859474,144998.523169938,147783.73881217602,151257.877051434,155420.937887712,160420.54759180002,164426.140405902,167171.98904259602,169760.369657114,173106.565128354,176492.127605138,179562.75403757,182485.754199212,183558.505100286,180979.966237154,175153.649416642,170754.3865471,171108.689596996,173815.171228146,175448.901958222,177988.07381581,181226.01002180402,183125.468039302,188371.12152804,198773.852743042,209717.880284274,220514.281554716,230543.02621705,238691.996364658,244705.30646150402,248523.905999272,252234.24627179402,255905.219538772,258385.340888044,260461.95043049002,263552.260365694,268049.940749096,271652.021756372,272439.361867252,274299.452879206,278551.089477958,282920.827093342
Malta,64345.370561668,67297.895977468,70624.40794593601,74128.071439352,77434.899905048,80495.68458609401,82759.287404874,84757.16293623201,86341.684909378,87552.220329856,88871.01501558001,90957.466309412,91823.54043138001,91912.116193854,91862.907436924,92069.58421603001,94106.826752932,96183.43629537801,98092.736064262,99696.94154018,100976.36922036001,102610.09995043601,104046.995652792,105247.689321884,95238.628162322,101906.41472633701,108692.302306984,109833.94546776,111551.331084617,113770.64602216,114257.81271576701,113199.824441772,111379.10043536201,110266.982528744,111492.28057630101,117269.388639883,126023.62649773,132691.413061745,136460.803842583,140845.304085046,148772.834826469,157034.985115016,163048.29521186202,166984.995766262,169435.59186137602,175567.002974854,182475.912447826,187701.882433792,194079.33733192002,198773.852743042,203743.937192972,211272.877003262,219175.80336622,227521.60854154802,236635.070324984,243632.55556043002,247264.16182186402,248199.128203534,252923.168868814,269890.348258278
Mexico,2981548.740637314,3132540.890401326,3285727.750724416,3431041.209938706,3576610.554689032,3723774.26316389,3866893.0118191023,4015592.033510176,4166662.917285276,4322280.690200708,4509569.219076288,4723843.83025228,4956492.991265934,5212240.74278253,5498645.549866516,5813994.947776728,6141725.268930528,6475872.411988,6815334.100793912,7151508.6446369,7472152.90479278,7779510.80057756,8081209.68931539,8372791.257628412,8650673.108012123,8909855.630762432,9158153.176479826,9403685.190057755,9636186.724800618,9862419.0639106,10097440.08700828,10349969.585821655,10623491.540341366,10916618.26362199,11232489.274355661,11572462.734233644,11949342.76180913,12375234.711286893,12843082.046923174,13353554.007812222,13917820.981777146,14522517.870435758,15149624.427000292,15787310.866304776,16447219.98023885,17126960.22321571,17814249.089505635,18503496.46432137,19178030.42081504,19835547.989162315,20475596.44879944,21122307.774124883,21782512.140600536,22453827.84439098,23132800.430759735,23803929.14127385,24491631.361121986,25212067.246079955,25966624.48309319,26770636.520821076
Netherlands,2988920.212425428,3084178.524090522,3172006.313459186,3256891.419163436,3350614.417612314,3442201.75601043,3535708.2359288163,3631271.641886876,3732041.3343281304,3834621.909024408,3927636.3013734943,4026427.801786162,4121262.9181416584,4214178.892976884,4320656.801222018,4430264.386407901,4541771.429611281,4678345.413594802,4817389.67717621,4950538.731677404,5091718.655309574,5220753.857731421,5343795.433559192,5476107.939192576,5613567.680800838,5734965.684147148,5825618.056163594,5925009.903410808,6048120.371498282,6160641.1150944205,6243833.439560278,6308464.22091214,6371047.917975714,6400405.862360152,6419262.658015728,6530730.334213564,6707783.441647704,6860753.783440302,7006982.52553349,7143802.553301662,7261608.317392082,7380988.761704262,7489523.59598907,7612830.899104265,7757130.657925797,7872544.876429418,7966198.982618595,8075206.22096993,8178318.250241052,8278359.653079743,8401322.494896427,8539087.330797654,8685945.944979547,8858885.200334338,9070630.48140413,9292138.77984883,9493756.898742426,9699036.149151614,9978738.723541735,10334311.359366529
New Zealand,647636.44995573,660873.6055699,671847.15836529,680311.06455725,683312.79872998,681442.8659666401,683017.5461884,686954.2467428,689267.0583185101,688086.04815219,687003.4554997301,692760.88006054,701224.7862525,711804.66899245,725583.12093285,752697.14600128,782566.86145779,800921.72779268,826411.86388242,853525.88895085,872028.38155653,897420.1001324101,931718.60371262,965820.27226511,1002185.54363638,1033974.40061316,1064877.4999652,1106409.69081412,1144349.64240715,1177516.34457797,1206106.6323543,1236517.64413704,1269585.928794,1286661.36744871,1302211.33463859,1343153.02040435,1379518.29177562,1419869.47245822,1453872.72349685,1486891.79939688,1525520.6735869301,1565576.60172795,1601056.11547448,1647706.01704412,1687614.3189143501,1715810.93663524,1749666.5614030801,1766692.79130086,1781799.8796783702,1793856.02512622,1805469.2917617,1824759.12447826,1850101.63429721,1884350.92912049,1925538.6586709,1986852.76980568,2063323.1780749,2147913.03123757,2196826.5356259905,2283187.90403814
Norway,1164958.269809434,1186167.244046264,1211470.38685967,1230937.371101178,1245877.149705126,1273808.040138594,1312535.331842504,1352404.26670719,1391948.423776138,1431344.954574296,1473192.081467568,1518031.1007821842,1561826.894449884,1608811.4155666481,1656721.061313696,1702121.0604573141,1748593.810502006,1797143.170089144,1841932.98064683,1880394.545063318,1914771.782654616,1949877.309848478,1988358.5577677381,2026770.913427296,2070921.0101448921,2113535.7936462723,2151761.156029496,2192023.760949622,2228329.9818125763,2261841.1452819062,2292350.574578506,2320566.875802168,2355839.712769592,2391880.206345124,2414604.810295398,2458184.0854326063,2516279.943864164,2553471.922351858,2582947.967752928,2604009.315718968,2611341.420501538,2610308.036606008,2595702.877549184,2575615.862970358,2563106.996958752,2539358.850864334,2505326.074571546,2474521.392733366,2438146.27961071,2399340.253895712,2368840.666350498,2349688.618153342,2346470.36545012,2359471.319031026,2389498.5025097122,2430902.750590614,2470820.89421223,2529999.345296248,2630011.22288078,2772185.163402936
OECD - Total,188572582.17891142,193576812.58527514,198962853.73665875,203624881.52645558,209323132.55705723,214523208.89512667,219488087.05857348,224862190.16552585,229879780.7493961,234869775.06237996,239967723.54631686,247786060.0561122,254284814.54007265,260694314.18071347,267385706.18542778,276702178.6955785,286383676.84376025,295417395.8365912,304592403.01231956,313531926.6026351,322587513.9670457,331426986.31277114,341812341.91570115,352122388.43702555,362922938.00567675,373789727.4820314,382645989.85562134,392429517.4404218,402229899.02447075,411521604.7672586,419003830.70459497,422550295.97478867,422545591.61762613,421371308.2883785,421888359.46006906,431484155.6371815,444798495.1865963,457646798.2826297,469206343.7181692,480505501.0164136,495013403.88604116,512355509.71543056,530393240.3745338,548236867.0919266,565276093.0224118,578225205.177892,588473174.8523493,597829378.5128453,606150165.95615,614535269.2447623,624483803.6333004,634350395.5997987,645152946.5264461,656308288.8247746,667900023.1752838,680823479.7999568,694677924.8040053,709060023.3140357,725536066.3911237,742368094.4068332
Poland,4269755.263053626,4400414.354454162,4538257.924366478,4725831.864032252,4932902.313193692,5294862.245668001,5487760.5728336,5607829.9397428,6080234.0062708,6304625.9378716005,6585283.162146162,6980764.099841186,6996501.0603074,7333088.9577086,7709368.6384495385,8204910.662486024,8703405.21193831,9194853.06739822,9635891.472259039,9957608.483315993,10323574.008604402,10744741.917416885,11193702.932143435,11633580.010340704,12027279.591034863,12299925.62968122,12494634.839101844,12723750.811367925,12954904.026170906,12865491.714829097,12986200.795578387,13064924.964915,13158426.523957694,13286364.371100001,13340498.924598694,13340498.924598694,13394628.557221694,13458604.862106387,13522576.246115386,13158421.603082001,13202148.504489997,14042830.907882119,14881318.60071516,15680360.553993115,16485789.803920582,17187536.20299654,17854747.896459024,18359718.3183233,18655689.307754476,18862346.403357703,19122926.454804827,19341314.918060165,19577310.274545062,19682085.559800416,19761252.607949402,19713136.285423245,19614207.000491176,19375022.916557215,19118320.51515618,18931957.11091088
Portugal,1933234.9082547522,1976243.361811572,2001123.3093153802,2044525.4329276402,2074788.81843959,2104461.69886838,2125227.79429284,2138464.94990701,2175912.81393074,2191807.24241913,2230131.022316214,2234451.551174668,2182309.9523316403,2149399.135696856,2154231.4356273822,2394552.241846423,2646319.004927382,2725894.4857588853,2840314.687372521,2979978.981291247,3136083.920900286,3279463.475967227,3409369.673386734,3538655.840468923,3666190.175804404,3803679.442666824,3935135.715929626,4049560.838418955,4145394.8925401303,4238778.350566192,4315849.105669958,4378373.752225216,4448235.424438736,4490884.654069968,4534591.871975193,4641468.37115146,4771463.144333441,4888776.820854561,5014200.100517745,5151777.9431426395,5290541.716809547,5454057.495212243,5631386.171685191,5809905.700075845,6000200.883999848,6165015.773585497,6328521.710236808,6519801.069299411,6705047.434762396,6862476.089932852,7019698.068324203,7186240.185278094,7322720.672623449,7431467.1045630565,7541547.093815466,7613067.101137528,7622648.046111799,7619149.303494076,7635648.999692705,7689606.40166645
Romania,3265069.9145652023,3432517.472646606,3584326.487775656,3722002.74791441,3843804.2630675463,3955586.875309734,4079937.404071844,4161820.775603364,4178315.5509263,4264529.29306766,4371095.777075268,4478065.772889703,4616814.7839295305,4718578.49326077,4850310.33556238,5147678.85369037,5455302.476762572,5717545.784193928,5929478.058540052,6065983.150263872,6215558.0878283,6427017.958107896,6697361.02692993,6949664.165461427,7177431.817787624,7355449.416857592,7508252.448876629,7714063.15386066,7884532.129617566,8011992.651817652,8014020.052603168,7808002.670840031,7367220.151515248,6787580.361885392,6536871.587078428,6604582.836614109,6745595.450472716,6981246.3456591,7275091.516790902,7634423.701645148,8076377.389384864,8518468.861643985,8824547.329748584,8851917.24035305,8851474.36154068,9391422.367830798,9915367.68636728,10353296.097790122,11362912.163722932,11861948.009501448,11787859.30506764,11752793.144879322,11838091.604141785,12004387.677311026,12145587.284445968,12170024.353137406,12101063.201175705,11934235.673431618,11668990.631827533,11490756.514227072
Russia,19896743.999280464,20699004.20526164,21498124.89255068,22292738.057704933,23042010.274223886,23725224.655440006,24437895.398554422,25013775.63915483,25473277.169615783,25846791.318217255,26174334.64609472,26684718.031221293,27114064.435435545,27605492.607392684,28339460.900506403,29411926.39079021,30647233.49950677,32054072.493129928,33621548.55287538,35320156.10808789,37152778.79192356,39157779.751285024,40973356.52172015,42674670.55856381,44400608.65737525,46234205.674598135,48539370.20948121,50968924.64013194,53135487.79024598,54451890.93038318,51818769.714064434,50967694.421208695,49208382.94344734,47583726.308149226,46152883.28289561,44466213.77211432,43042437.12435586,42287692.89406629,42602048.275086515,43939247.035902336,46011447.473727405,49185510.713226266,53051773.85295667,56753040.03070077,59972532.79459741,62926170.32830403,64874354.85691412,65743401.18780069,65296251.05532917,63628467.8654576,63051170.41265762,63798867.948954806,65790257.76614943,68540564.71622129,71088436.68203452,74276091.38019744,75290736.5810885,74428481.05865827,71211980.18718298,67586662.80488463
Saudi Arabia,326608.361495796,344638.450034948,360483.669766408,374094.81193324603,385658.869811796,396199.385546202,415794.312555728,432781.175447964,447701.27054914,461479.72248954,475504.21821459004,498632.33397169004,520923.90086098004,543067.84147948,565566.0851478761,589511.066270014,617638.791731202,644949.651827352,673402.155084278,704915.44302225,741310.239647678,775972.88802917,809375.7922332541,840800.5044087521,869410.475687854,895254.91482749,933844.422011996,965908.848027584,993524.8024167,1021790.312397292,1058342.577044896,1118603.620781374,1177250.617290548,1237541.186281184,1303244.7185341201,1375867.0020114142,1461401.66330714,1546798.5400834621,1629685.770256354,1707730.858747334,1782656.1120489521,1848408.853058818,1908069.5499607502,1963173.515970964,2013317.239282634,2059091.22497892,2095377.762339102,2123525.1713030622,2150225.84281328,2182014.69979006,2223783.092672244,2272529.287287102,2323155.256416686,2379154.821803026,2443598.609878554,2517943.199848398,2742817.377267112,2785619.154044826,2857690.299444504,2934298.4922331283
Singapore,82621.50288547,85160.674743058,90603.163259516,94500.496808372,99303.27148474,100789.375944026,108170.689483526,111379.10043536201,114213.52483453,118268.32640556201,143266.374926002,159269.062679638,172023.972475894,185359.545603924,197100.755007422,203399.475894462,213939.991628868,222551.52409161802,235631.211683612,247480.680352356,258099.93009785,272901.924182394,290223.406621754,310379.313460282,330791.10583484604,355297.066785986,382716.186147382,413333.874709228,441392.70791071403,464816.076209394,490729.407608732,505196.782146152,519969.250976538,530647.5512303481,539977.531544276,549829.1246816621,555148.591305795,563932.3544178,575914.686730255,593418.2415702561,615306.2966527201,653472.608527628,699187.5437155981,675596.865643356,735562.6568382541,782222.40015928,825289.904224416,868544.401565886,914131.393985838,970721.4644553381,1033551.205303562,1073282.355648844,1100209.3874409401,1149693.713409748,1227384.498850832,1308913.5673324561,1392716.080384246,1439789.177263484,1480494.66099598,1544101.900203698
Slovak Republic,741438.182415696,793884.87555169,809513.576752658,831381.94833235,859391.5727769061,877835.0148742701,892646.8507102,913235.7946097121,943115.351817608,982807.135157346,1020254.9991810761,1041463.9734179061,1092591.871868176,1144999.197998626,1195575.95837128,1262706.544575186,1332681.3969296461,1390491.84457101,1441521.32550742,1488102.334817358,1526426.114714442,1547703.981210974,1584649.915914018,1627274.541166784,1678156.395832404,1717611.977138878,1737551.365446914,1766486.114521754,1801365.281433738,1833124.61315636,1818854.07364666,1705742.824967362,1727079.7419722101,1617403.264526626,1447140.9655488261,1481478.83613458,1545204.17635893,1631811.58855573,1710447.1821298702,1776278.657150824,1844176.899962838,1918354.1801591201,2021092.2228775742,2107581.534057742,2172704.402978904,2201343.8995121643,2218173.294382224,2225249.513628758,2228054.412773768,2226528.941308938,2231715.5442893603,2260925.862403008,2263081.205956542,2275821.353125719,2297640.515948481,2331333.751818452,2375483.848536048,2421380.856124659,2466692.2795058032,2529349.789704772
Slovenia,338270.836888206,349116.44691557804,357865.763897732,366388.720598008,376210.788481236,386849.721729502,393611.004931684,397409.92096668,397902.00853598,399978.618078426,406858.00229724,409662.90144225,423087.05033275404,436550.566228802,455879.76595090603,490050.326763098,524545.665371028,551482.53891451,576765.998225144,600809.396861142,639822.099355246,659407.184613386,679385.939926966,695388.627680602,711096.062892658,715574.059773288,731901.525322662,745197.731445148,765265.062521202,779151.7737268481,777055.4806816301,736635.407739328,694325.718530914,646927.8438559381,618918.219411382,629921.2974609301,644644.557534386,670764.56571283,698410.045356104,731625.956283854,767410.56432335,829561.22432594,892587.800201884,956352.507431778,1011633.62496694,1050872.687742922,1096499.047168418,1128297.7458965841,1158767.80818764,1180685.388524262,1205073.24845877,1226705.418005198,1247481.355181044,1259133.988822068,1275815.757421338,1297418.401713608,1312289.288057854,1332799.497946278,1352483.000718278,1375778.42624894
