Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Germany,11784128.5169768,12065629.32844848,12535749.013561921,12805213.07396,13089016.78450072,13371974.938147841,13663572.693701921,13963770.26025032,14225355.71994568,14476013.600257281,14722752.075673841,15032588.99080928,15400261.99746696,15799812.49901336,16258497.270606881,16726110.128224,17241138.832115762,17869914.83365304,18469230.63824448,19024975.39349512,19587922.3039336,20089382.30661512,20580183.3185732,21051049.083298642,21514439.13031184,21915879.70020864,22166189.41003464,22450326.369468722,22784082.59696488,22998495.92972552,22793478.226212002,21939764.1955208,20735129.13239336,19515826.144094,18788338.83602504,18920842.57511624,19478850.43852328,19944304.63912968,20230799.21013768,20491733.09363856,21067691.63251032,22044374.50485136,23159773.47251952,24324607.6752788,25277455.79094848,25779487.7879992,25967524.719543602,26036890.228003282,26114900.312234003,26541364.39231728,27375078.5155428,27986759.346237123,29048067.54203528,30204600.36564504,31587628.03786576,33076986.976388723,34416244.644705445,35227800.20345456,35616885.69497664,35741401.40835536
Greece,1055513.64414496,1059348.49335064,1075811.98345544,1106137.6327512,1155145.1155314401,1192419.25294696,1214647.45152048,1220049.06791136,1218939.8962215201,1227052.268536,1296527.2020054401,1335964.97029576,1369235.14712688,1411895.9793410401,1468026.0354838402,1529796.45349336,1599455.41993376,1689248.5881700001,1781951.46689304,1873291.50685816,1943771.16087176,2009868.84063088,2086645.40656976,2152444.65448408,2210121.58235576,2276900.68149384,2232200.56500688,2283953.62075928,2334557.7139092,2386285.9003412,2437626.1253749602,2456715.8157140003,2450095.60262352,2445355.51015528,2429812.18490528,2422505.57857176,2439103.3630067203,2452139.8607604,2480943.50764768,2545782.7997945603,2660450.26229488,2825612.3929353603,2983507.70815496,3133718.40337096,3286610.01132608,3431911.50269512,3577591.00773424,3719883.31133488,3856798.86786504,3986770.91013952,4099642.80770696,4178145.3044816004,4232897.600274241,4282845.1433656,4317945.702178161,4319527.3909556,4283496.71956008,4224272.91995952,4167167.98645704,4140045.5056288
Hungary,1244028.0666410401,1280635.70626984,1312179.9522652,1347091.50424272,1389662.80690344,1408100.921048,1424052.10315256,1453477.48304984,1486439.280308,1527558.21465736,1573138.7050864801,1619997.47858416,1675441.1414839202,1735555.2627548,1793908.63614136,1861259.7296486401,1923567.3249788,1976797.6183629602,2019518.1369460803,2064243.1227534402,2098612.5235462403,2118005.61959416,2150171.59859952,2187008.035976,2231534.0672201603,2278721.11574712,2320193.19444616,2369752.7761392803,2424171.8230385603,2440282.16879368,2394617.1226752,2290519.12134488,2156170.0786800003,2020567.62226696,1964646.4684155202,2011017.8032333602,2084277.84726768,2162064.1076148003,2238348.26100976,2295617.3320268802,2377228.49385152,2500232.15254992,2612387.81368984,2713660.6602227204,2781046.5707785604,2808169.0516068,2820703.1890884,2824597.72466304,2830292.79903464,2840026.6510392004,2842548.40012776,2819126.47417504,2803095.7102452,2813570.66799768,2829492.0069177602,2852565.7623848803,2882990.88896224,2923881.02556392,2966710.9691568003,3025875.0823884
Iceland,19766.13585392,20387.86886392,20765.882534,21079.23597104,21850.18490344,22700.71566112,23874.547584,25481.105681840003,27062.79445928,28157.044556880002,28913.07189704,29947.635625680003,31036.9118592,31932.2073936,32638.496092960002,33454.209802080004,34041.12576352,34339.55760832,35060.76789992,36140.096405280005,36930.940794,37373.61469712,37875.974969200004,38467.86479472,39203.996678560005,39785.93877592,40462.3842908,41278.09799992,41780.458272,42203.2367188,42834.91745696,43585.97093304,44406.658506240004,45346.71881736,46222.118895440006,47271.60421632,48664.28615872,50051.99423704,51370.068218240005,52673.220607200004,54075.85027776,55876.389074720006,57716.71878432,59318.303018080005,60999.469077120004,62959.171524640005,64774.63191384001,66033.01952608,66759.20368176,67450.57078888001,68176.75494456,68510.00383792,68773.61863416,68897.96523616,68967.59933328,69057.12888672,69196.39708096,70250.85626592001,72324.95758728,75090.42601576001
India,14275924.99604704,15180631.0812864,16115041.082811521,16945507.2727928,17531891.03077624,17825662.364933282,18572249.31106944,19081518.28035656,19439800.6316312,19762420.37745224,20117802.96596824,21194967.840453442,22252112.91201664,23236510.24754576,24086389.429031283,24778552.35440408,25983107.83570624,26988047.22988576,27829794.143600482,28574515.89070664,29286439.978069283,30683951.542490963,31942980.78319728,33059046.24865216,34038066.8371108,34904250.34505056,36426392.021724805,37741974.09702072,38843063.25773072,39735782.33053728,40470034.093755044,42219252.5611376,43774201.84528352,45174886.73498824,46468061.55260376,47705131.18339688,49834899.991540246,51815487.69433216,53703258.119527206,55556743.6996188,57434233.14776048,60029958.51678232,62477830.80216208,64838456.53771456,67175899.09279016,69556982.33130369,72684543.0909436,75614566.83864632,78423745.58466136,81211089.0673652,84071632.90773441,87826596.88242552,91476905.78300937,94971686.92767568,98209438.67214392,101215443.16753273,104753894.83882144,107992447.37540656,111071448.30003345,114105296.48654209
Indonesia,3882185.4701293604,4012530.55220984,4112201.81450896,4185616.0483297603,4235812.28462512,4267242.13174664,4404585.44058768,4511956.24448264,4591906.13570456,4642351.06520392,4666464.35826376,4777162.67722824,4854466.4727596,4918340.83527496,4985940.62198624,5067447.3326652,5264909.7366412,5442173.27858832,5618128.6942824,5812308.3479656,6033167.80857392,6377553.18360904,6703719.29451912,7012775.3129940005,7306347.69258784,7589121.813264,7965056.40815856,8310993.62878664,8619900.43133912,8875089.501827601,9076998.540291121,9361603.042948721,9588326.68930736,9787370.7820608,9980456.1856464,10182499.51844008,10527312.64578608,10867460.288625041,11249686.821580801,11707859.285174081,12247434.00830064,12781542.45480328,13206852.598420002,13512496.546136001,13712236.979860641,13832161.81669352,14474407.04215944,15020601.97837648,15445360.023080321,15759767.91930528,16001870.75339928,16573994.44306536,17149007.94776192,17745055.9236528,18369624.036178403,18074818.138292722,18725901.9202288,19493095.5852484,20367829.165541682,21336106.20758752
Ireland,496889.02159200003,498629.87402000005,496889.02159200003,496391.635184,494402.08955200005,491915.157512,489428.225472,488930.839064,487438.67984,487438.67984,489428.225472,488433.45265600004,493407.316736,498878.567224,504349.81771200005,510815.841016,516287.091504,521260.95558400004,525986.12646,531457.376948,535685.161416,541902.491516,553591.072104,563538.8002640001,573486.528424,581444.710952,588905.5070720001,605319.258536,624219.94204,639887.613892,654311.8197240001,663513.4682720001,672466.423616,673212.503228,678186.367308,688134.095468,695684.42114144,700608.54658064,710984.0270515201,714600.02623768,719847.45284208,730103.56057504,739474.32050176,752048.2488960001,761498.590648,770819.6119339201,775067.29185824,786278.38149456,797489.4711308801,814321.0271776001,832764.1151862401,851142.54296184,872883.30285552,893982.43428288,921194.44466456,949754.3722119201,968127.82612344,993355.2647372,1029281.48498704,1068823.7044230402
Israel,137681.53159848,143610.37758184,151603.37715840002,168355.35137984,179889.74218136002,199446.97574392002,203440.98860016002,210150.73124408,215119.62146000002,223326.497192,234517.69137200003,249190.59040800002,276795.536052,287489.34382400004,304649.17490000004,329518.4953,354636.50890400005,372293.726388,394427.42154400004,419794.128352,445906.91477200005,470030.15556000004,491417.77110400004,515541.01189200004,570253.516772,601588.860476,630685.965344,658539.604192,683906.311,708775.6314000001,740110.9751040001,779901.8877440001,789849.615904,791093.081924,801538.196492,821682.346016,867441.895552,896787.6936240001,932350.821796,973385.200456,1019890.8296040001,1071867.70924,1122103.736448,1165873.740352,1198701.24328,1224154.9927094001,1241650.5596108001,1251901.69347968,1258188.6576768002,1272528.30781944,1287778.1750887202,1322411.1906777602,1346591.63090268,1387165.92713528,1421701.95237476,1447782.4086782401,1469214.78899896,1482609.4049664,1492867.9996314002,1518023.317216
Italy,6604396.2027056,6872079.61976304,7036386.245781761,7178882.477809681,7396687.985872881,7578587.16914256,7806126.529210321,7977630.336552801,8075600.53733656,8154122.9295675205,8209322.87312736,8478060.749369761,8807837.885601921,8989637.59159,9158540.068018641,9409093.49718456,9681919.88970072,9939660.55246224,10183658.428770721,10439101.16632728,10733011.76867856,11034656.72967424,11378499.95352464,11787122.78315296,12249652.35168032,12759005.8766568,13255054.315219281,13763746.316273121,14318138.180494001,14818220.42282536,15207385.49617272,15314035.08977608,15022273.19670736,14470403.08157504,14022984.11212272,14152772.121426241,14678350.39103168,15169996.95988336,15629029.901962481,16091584.339810241,16595367.137017122,17252757.778606642,18142094.6238388,19122811.299948722,19987159.45204296,20606848.20390608,20995749.6624572,21263955.335243043,21497145.004905682,21754592.20968648,22037659.788343363,22285084.65700296,22530102.17544784,22914144.168792803,23414937.6736876,23839357.495634,24073019.68238424,24175217.667636,24228094.81667048,24250223.5379624
Japan,7217385.1596529605,7262627.427324641,7496324.43112344,7645445.850105921,7983509.44389536,8157390.758268081,8330197.717999521,8626202.317128481,8877646.06796472,9232556.139393121,9634419.48773672,10245777.017265841,10578762.2958296,11079103.17909312,11490625.77148008,12189254.72015688,12900139.269926801,13614490.60296048,14350144.995848801,14964526.63473856,15578689.4236088,16041029.98530112,16853560.42140992,17621878.179711603,18518859.85403472,19535030.23330688,20384874.597743843,21357170.52196632,22240593.44280736,23266512.59567632,24187338.97439896,25185031.448613923,25858457.82799736,26448014.911263842,26866854.05771248,27829565.3458528,28674152.3359572,29583787.52049984,30644215.34235584,31803200.280957043,33705942.03703288,35568102.03608,37445735.726280004,39383055.785440005,41447209.37864,43291418.7022224,45163959.15560448,47004408.237942405,48719446.3113672,50186731.24110312,51571216.25549928,52922455.96238472,54169572.79861944,55076755.86817064,55465030.619847685,56601260.13028289,58225162.09216984,59843776.83653976,61075250.870242886,62516920.399966806
Korea,810172.82453488,863154.42471504,926227.9951135201,983203.60814992,1041094.41217704,1101840.21418608,1134065.8795604,1111310.4513944,1100775.80727296,1103227.9222644,1147763.9012367202,1233856.5145974401,1238656.2934346402,1268519.3733709601,1318810.11308384,1462758.71342312,1557446.16391408,1617823.8999812002,1641056.81909888,1671223.3047440802,1741986.4690102402,1816529.7699772,1958085.941694,2044556.5687248001,2127311.71928784,2256313.85806672,2323475.94473896,2430339.41449776,2547160.56014472,2669552.4335612804,3006486.9602045603,3153469.61763264,3259333.3407113603,3320273.12341952,3394249.40388136,3604857.7306208,3815291.9721174403,3991123.0412095203,4165521.6374465604,4381949.3851596005,4566992.05052784,4772258.44724536,4997082.077525441,5246098.58269064,5564221.95538336,5874625.89102392,6167919.734229281,6539238.583257601,6916715.076016961,7374037.00885256,7914059.37974632,8461244.11491528,9007881.72503544,9529326.7135904,10103987.07393728,10666048.63656952,11277679.72862304,12059601.00518352,12776563.616859201,13139163.282155281
Latvia,341376.18726672,349538.298222,356899.6170604,363753.60176264,370378.7887172,377287.48592432,384967.13206384,392253.84294104006,399316.72993464,406051.34189896,406459.19875352003,412427.83564952004,420709.31934272003,425951.77208304,432654.05393084005,442007.40533328004,453392.5802124,468125.16561736003,484563.78640176,498816.393923,509487.81930664,519853.35204936005,531489.70706452,542001.9687976,549522.45128656,554640.55742488,561298.07449596,569149.31894624,572949.3511033601,578505.1572807201,576067.96388152,546567.97602304,509472.8977144,482181.30550744,462335.58782824,449413.4889484,444524.18055776,447767.13993792003,459107.55004032,474849.82985352003,494591.09638704004,519898.11682608,550537.11955888,581653.6132433601,605443.605138,626806.3513616,644960.9552536,656132.25397728,660290.40434816,658693.79397848,657833.31549264,662389.3749899201,671889.45538272,683523.3234658401,697126.84172464,709223.2791672001,719877.29602656,727099.34667072,725970.2795245601,720658.19268712
Lithuania,255412.89437208002,276785.58832384,300903.85524776,325867.67906528,349558.19367832004,370990.57399904,388085.744842,402390.57793608,414944.610874,427150.47332632,430652.07363864,447006.13873368,465091.10852856,477227.33688376006,489726.65731680003,506232.42526628,526682.4674312,550830.5775396001,574732.48137604,594235.00243372,608487.6099549601,625413.6694192,651939.2865578401,679220.9310366401,694935.8545974,698347.9253562801,700685.64147388,705102.43277692,702996.00133904,697355.63947232,684537.99173816,659350.34403704,625868.7779825199,588691.6309165601,565568.13680864,563160.7865939201,573138.3579384,590589.16006308,616087.6742692001,646194.47354544,672700.19522776,709660.97920624,763378.71127024,821647.5289674401,870222.28557272,905467.0864436,932549.7763592,953902.57485464,971987.5446495201,982726.11719824,991201.58159056,1004029.17705288,1015931.6337963201,1021571.9956630401,1025610.7732960001,1026963.6643257601,1027754.5087144801,1029584.89069592,1025108.41302392,1010534.99126952
Luxembourg,48132.082702160005,49191.5157512,50161.419246800004,51056.714781200004,51822.68984952,52509.08309256,53578.46386976,54379.255986640004,55070.623093760005,55911.206123280004,56433.461851680004,57821.169930000004,59472.49280456,61511.777077360006,63710.225000720005,65888.77746776001,68007.64356584,70350.33354752,72165.79393672,73279.93949064001,74687.54302528,76443.31704552,78547.26155136,81073.98450400001,83098.34718456,84486.05526288,85794.18151592,87485.29530312,89196.30454664,90748.15013960001,92225.38777136001,92767.53895608001,91464.38656712,88519.85903176,86296.541788,86475.60089488,87843.41351688,88669.07495416001,89952.3318868,91588.73316912001,92548.68893656001,95199.7584912,100457.13282376001,105988.06968072,111444.39857648,116512.766074,120631.12553224001,123670.15648512001,125600.01574816,127475.16250632,129330.41380816001,130583.82755632,131633.31287720002,133195.10619832002,135468.16208288,137288.59633616,137686.50546256002,138626.56577368002,140775.27505624,142983.67070776
Malta,32519.123355040003,34011.28257904,35692.44863808,37463.14425056,39134.36258144,40681.234310320004,41825.22304872,42834.91745696,43635.70957384,44247.49485568,44913.9926424,45968.451827360004,46406.1518664,46450.91664312,46426.047322720005,46530.4984684,47560.088332960004,48609.57365384,49574.503285360006,50385.243130400006,51031.8454608,51857.506898080006,52583.691053760005,53190.502471520005,48132.082702160005,51501.875616360005,54931.35489952,55508.323132800004,56376.26241476,57497.868764800005,57744.075036760005,57209.384648160005,56289.219793360004,55727.17315232,56346.41923028,59266.07744524001,63690.3295444,67060.1224586,68965.11240124001,71180.96884888,75187.41636532001,79362.97526048,82402.00621336,84391.55184536001,85630.04400128001,88728.76132312001,92220.41390728,94861.53573376,98084.5996576,100457.13282376001,102968.93418416001,106773.94020536,110767.95306160001,114985.78980144001,119591.58793952,123128.00530040001,124963.36114592,125435.87823352001,127823.33299192,136398.27466584
Mexico,1506827.14917192,1583136.1718872802,1660554.3662924801,1733993.4694336802,1807561.8930409602,1881936.0826292,1954266.01408056,2029416.12646528,2105764.9400932803,2184411.67892624,2279064.31236864,2387355.2811184,2504932.45410552,2634183.2860884,2778927.70468048,2938300.2575318404,3103929.9313958404,3272802.56464,3444361.08448736,3614258.333732,3776306.8254584004,3931640.6006768,4084114.4040492,4231475.075147361,4371912.127446161,4502898.837992961,4628384.45486728,4752472.415935121,4869974.980961041,4984309.194568,5103085.0687984,5230709.44722712,5368943.077738481,5517084.6454972,5676720.8131448,5848537.97392432,6039007.12500384,6254246.119201761,6490688.69597272,6748673.07807416,7033844.601236881,7339448.75804024,7656378.40335376,7978654.952553281,8312162.48684544,8655692.3572588,9003037.18142152,9351371.80453616,9692270.5008512,10024569.38617192,10348039.66275064,10674877.245311521,11008533.995526081,11347806.23828696,11690948.14730208,12030125.88664544,12377679.613099521,12741776.41148368,13123117.596633201,13529452.44878472
Netherlands,1510552.5733678401,1558694.60379816,1603081.3668480802,1645980.9445380801,1693347.0521719202,1739633.8313004002,1786890.5139244802,1835186.7341412802,1886114.1284564,1937956.71376224,1984964.70318232,2034892.35081736,2082820.5050922402,2129778.75587152,2183590.99135304,2238984.915612,2295338.7956384,2364361.10747656,2434631.8591988003,2501923.26633712,2573273.3465647204,2638485.6785176,2700668.9272457603,2767537.55593728,2837007.5155426404,2898360.1289694402,2944174.3910103203,2994405.4443542403,3056623.51013096,3113489.6981576,3155533.7712258403,3188197.1366392,3219825.93832392,3234662.9748745603,3244192.89845184,3300526.88302192,3390006.6978211203,3467315.46721656,3541217.1397172003,3610363.7981573604,3669900.95119496,3730233.9224853604,3785085.6955596004,3847403.2386179203,3920330.03375888,3978658.53782504,4025989.82841032,4081080.3469604,4133191.5209265603,4183750.84929976,4245894.30711528,4315518.45650712,4389738.45630888,4477139.19592264,4584151.88160384,4696098.6404524,4797993.21999528,4901738.07697592,5043095.294129521,5222796.02947584
New Zealand,327305.12578440004,333994.972972,339540.8314212,343818.35453,345335.3830744,344390.34889920003,345186.167152,347175.71278400003,348344.5708428,347747.7071532,347200.58210440003,350110.29259120004,354387.81570000004,359734.719586,366698.129298,380401.1248384,395496.8023212,404773.0588304,417655.3667976,431358.36233800004,440709.2268084,453541.7961348,470875.7124536,488110.1514908,506488.5792664,522554.16024480003,538172.093456,559161.7998736,578336.045902,595097.9678516,609547.043004,624916.2830112,641628.46632,650258.1204988,658116.8257452,678808.1003180001,697186.5280936001,717579.3708216001,734764.071218,751451.3852064001,770973.8017204001,791217.4285260001,809148.2085344001,832724.3242736,852893.3431180001,867143.4637072,884253.5561424,892858.3410008,900493.2223636,906586.2058616,912455.365476,922204.1390728,935011.8390788,952320.8860772001,973136.507252,1004123.6804704,1042770.6043720001,1085520.9661396001,1110241.0706171999,1153886.7279192
Norway,588751.31728552,599469.99437792,612257.7989276,622096.10207784,629646.42775128,643762.2540103201,663334.40916512,683483.5325532,703468.5184266401,723378.8963388801,744527.7664070401,767188.69115552,789322.38631152,813067.6134294401,837280.38377088,860224.81877192,883711.40495768,908247.4764643201,930883.5318924,950321.39271704,967695.09994848,985436.8731218401,1004884.68167464,1024297.67317888,1046610.4274417601,1068147.25890816,1087465.74699488,1107813.82494616,1126162.40953728,1143098.41672968,1158517.39537768,1172777.46369504,1190603.7925577601,1208818.08281872,1220302.73497944,1242327.00512568,1271687.72478992,1290483.95714824,1305380.68006784,1316024.74919904,1319730.27793864,1319208.0222102401,1311826.8079155202,1301675.15132824,1295353.37008256,1283351.43605752,1266151.8140688802,1250583.61949848,1232200.2178588,1212588.27179136,1197174.26700744,1187495.12750776,1185868.6739536,1192439.14840328,1207614.4077113601,1228539.45389592,1248713.4466044002,1278621.29131744,1329165.6980984001,1401018.13859808
OECD - Total,95301573.4889176,97830631.67074317,100552650.90955232,102908765.35038425,105788570.47940324,108416606.06948876,110925776.25579044,113641762.19747056,116177572.39978473,118699435.88721856,121275857.68974593,125227120.18421832,128511486.98284432,131750745.8081288,135132468.5353247,139840865.0547149,144733739.70590025,149299237.11027205,153936139.30737633,158454031.85863847,163030581.18899602,167497909.43802086,172746502.4135476,177957035.3811342,183415460.7606039,188907362.7322641,193383176.3934094,198327615.09351212,203280571.53585184,207976451.3262847,211757848.90162903,213550175.84899294,213547798.3419627,212954334.2884614,213215643.6987003,218065205.941477,224794060.65812442,231287387.98899156,237129397.7663109,242839811.5347336,250171874.10461503,258936297.6175947,268052278.81761283,277070162.98331314,285681515.8292308,292225790.4498694,297404950.76977134,302133426.7784525,306338619.9558011,310576317.3349126,315604147.84018064,320590565.95311856,326050002.78697866,331687734.7496748,337546012.2908973,344077321.01571816,351079136.40926665,358347619.4635958,366674348.6835835,375180987.01017076
Poland,2157866.16633128,2223899.1858573603,2293563.1261618403,2388360.0016625603,2493010.10190576,2675938.8750400003,2773426.611008,2834107.7527840002,3072853.228624,3186257.329648,3328097.01161736,3527966.7658080803,3535919.9744720003,3706026.126008,3896191.87137864,4146630.9016707204,4398562.0911868,4646931.9940216,4869825.76503864,5032416.407949761,5217369.5437645605,5430221.08320408,5657118.814805521,5879425.66986112,6078395.15465336,6216186.111261601,6314589.03822032,6430380.59400272,6547201.73964968,6502014.18448288,6563018.62742408,6602804.5662,6650058.76189204,6714716.508,6742075.2473720405,6742075.2473720405,6769431.4998120405,6801764.10326408,6834094.219784081,6650056.27496,6672155.153067441,7097022.62278104,7520780.9208048005,7924603.971595921,8331655.060174961,8686306.4906712,9023504.63211072,9278708.62419144,9428287.63866928,9532728.83662112,9664421.83586728,9774791.87980248,9894060.1665768,9947011.92357248,9987021.686232,9962704.46474488,9912707.18301272,9791827.36427648,9662094.06747784,9567908.97725896
Portugal,977026.06896256,998761.85499216,1011335.7833864001,1033270.5239792,1048565.1560252,1063561.3562264,1074056.2094352,1080746.0566228,1099671.6094472,1107704.3999364001,1127072.62666392,1129256.15299504,1102904.6210992,1086272.01961568,1088714.18687896,1210168.48691644,1337407.39087896,1377623.5688978,1435449.71269188,1506033.8178511602,1584926.76295608,1657388.50180556,1723041.0207295201,1788380.18621644,1852834.00389712,1922318.8850947202,1988754.78761128,2046583.4183374,2095016.4198164002,2142210.92913948,2181161.25874996,2212760.2172502,2248067.19142208,2269621.43141276,2291710.36179204,2345724.0387688,2411421.3224694803,2470709.78230308,2534096.7061386,2603626.35211292,2673755.34870888,2756393.61346604,2846012.69645948,2936233.6170066004,3032405.76592544,3115700.58074116,3198333.8716342403,3295003.40696108,3388623.96360688,3468185.8934305604,3547643.37210856,3631811.10007032,3700786.1601997204,3755744.8713516803,3811377.54108648,3847522.61135584,3852364.66803772,3850596.4593572803,3858935.1424874,3886204.352306
Romania,1650114.22558856,1734739.54904568,1811461.40247968,1881040.7870948,1942597.32894888,1999090.47716952,2061935.2498203202,2103317.79896592,2111653.995164,2155225.0445048,2209082.0447630403,2263142.97344856,2333264.5092484,2384694.2638356,2451269.4345464,2601554.7377236,2757022.80727216,2889556.38954784,2996663.57864656,3065651.07343616,3141243.859724,3248112.3033468802,3384739.3757604,3512249.35531528,3627359.49171872,3717326.74519776,3794550.9589038403,3898564.4045448,3984716.70427448,4049133.2179745603,4050157.8339750404,3946039.9371884,3723275.48663744,3430334.78778176,3303630.57420784,3337850.75907824,3409116.2836164804,3528210.485148,3676715.14498456,3858315.8964094403,4081672.2367859203,4305098.211259521,4459785.38414752,4473617.700154,4473393.8762704,4746274.98129144,5011068.5833184,5232390.61328616,5742634.459932961,5994839.21197344,5957395.9631792,5939674.08546216,5982782.56544352,6066825.94680328,6138185.97475904,6150536.07926968,6115684.21366112,6031372.24364104,5897321.63282096,5807244.95433216
Russia,10055496.87302136,10460946.37736664,10864809.219070401,11266394.031025521,11645064.25116408,11990349.895597681,12350522.315222722,12641562.997999841,12873787.73803096,13062555.827595122,13228090.9980416,13486030.615366321,13703015.43585632,13951375.39096296,14322311.252457121,14864318.1951188,15488622.69284816,16199616.667627841,16991794.051921282,17850243.20121664,18776421.45768936,19789716.94352328,20707280.46740944,21567097.429326802,22439358.999172322,23366029.66818896,24531023.0345988,25758881.06911576,26853827.50768696,27519116.64543552,26188379.206287842,25758259.33610576,24869131.393164963,24048055.85856672,23324930.629295923,22472514.7771296,21752960.78226824,21371525.093701202,21530395.28628048,22206194.198830083,23253451.22860224,24857572.133043043,26811519.819822483,28682080.67530072,30309160.9363348,31801882.20697584,32786463.57547592,33225665.72146808,32999683.18085736,32156812.17386056,31865055.25465592,32242929.656541683,33249346.288352963,34639307.527101204,35926961.35558792,37537951.1663232,38050736.657514885,37614966.47773792,35989398.271384165,34157220.72501128
Saudi Arabia,165062.65335888,174174.77235344,182182.69352224,189061.54754488,194905.83783888002,200232.84626856,210135.80965184,218720.69905392002,226261.0769992,233224.4867112,240312.2430252,252000.82361320002,263266.62575440004,274457.81993440003,285828.07322128,297929.48452792,312144.78806856,325947.26089056,340326.70194584003,356253.01473,374646.36409784004,392164.3133876,409045.60807512,424927.15608256,439386.17896312004,452447.5460372,471950.06709488004,488154.91626752005,502111.578876,516396.51651376,534869.44770688,565324.41746872,594963.67352144,625433.5648755201,658639.0814736,695341.2245199201,738569.0772392,781727.29586136,823617.1791431201,863059.92129752,900925.9485385601,934156.3344570401,964307.8985100001,992156.56349392,1017498.4009815201,1040631.8428176,1058970.47968056,1073195.73094936,1086689.8241984001,1102755.4051768,1123864.48433232,1148500.03312056,1174085.58994808,1202386.8765632801,1234955.73855912,1272528.30781944,1386176.12818336,1407807.4630672801,1444231.06972512,1482947.62772384
Singapore,41755.5889516,43038.84588424,45789.392720480006,47759.042896160005,50186.288567200005,50937.342043280005,54667.740103280004,56289.219793360004,57721.6926484,59770.92464936,72404.53941256,80492.04240664,86938.17025432001,93677.75608272,99611.57593016,102794.84894136,108121.85737104001,112473.98844104001,119084.25380336,125072.78615568,130439.585498,137920.27707432,146674.27785512002,156860.75149096,167176.54559288002,179561.46715208,193418.65247896002,208892.34363184002,223072.83012392002,234910.62663432,248006.81075696,255318.39095456002,262784.16093864,268180.80346544,272896.02661328,277874.86455736,280563.2380926,285002.411784,291058.0913014,299904.10856768,310965.9822816,330254.62718384,353358.22583544004,341435.87363568,371741.62747512,395322.7170784,417088.34629248,438948.47892408003,461987.41734264,490587.13580264,522340.28408936004,542419.77338032,556028.2655032,581036.85409744,620300.53714496,661504.02718368,703856.47982488,727646.47171952,748218.3735544,780364.4571034401
Slovak Republic,374711.02433088,401216.7460132,409115.24217224005,420167.16815800004,434322.78532968,443643.8066156,451129.472056,461534.79571136,476635.44705824,496695.04089288,515620.59371728,526339.27080968,552178.49470528,578664.32093128,604225.0084384,638151.73532808,673515.9089368801,702732.3865428,728521.8717976001,752063.1704882401,771431.3972157601,782184.89135672,800856.7771130401,822398.5824435201,848113.4597371201,868053.68083384,878130.7294599201,892753.8898551201,910381.26415464,926431.9235408,919219.8206248,862055.20075336,872838.5380788001,817409.79677128,731361.94818728,748715.7599624001,780921.5298804,824691.5337844001,864432.7077836001,897702.88461472,932017.5729026401,969505.5864736,1021427.75360472,1065138.07113976,1098050.12975712,1112524.07422992,1121029.38180672,1124605.59008024,1126023.1413430402,1125252.19241064,1127873.4187808,1142635.8473702401,1143725.12360376,1150163.79065532,1161190.84732068,1178218.87099856,1200531.6252614402,1223727.2403985201,1246626.91062284,1278293.01628816
Slovenia,170956.68229368,176437.88050984,180859.64567696,185167.01197024,190130.92832208,195507.67539256002,198924.72001552,200844.63155040002,201093.3247544,202142.81007528002,205619.5410672,207037.09233,213821.44293512002,220625.68899656,230394.35804968,247663.61413544,265097.00773584004,278710.47372280003,291488.33054432,303639.48049176,323355.87770488,333253.86722408,343350.81130648,351438.31430056004,359376.60137224,361639.70952864,369891.35003736004,376611.04040944,386752.74926856003,393770.87148544,392711.4384364,372283.77865984,350901.13697992003,326947.00757064,312791.39039896004,318352.1704404,325793.07110408,338993.7063724,352965.29057312,369752.08184312005,387837.051638,419247.0033032,451099.62887152005,483325.29424584005,511263.48878320004,531094.28487016,554153.11874504,570223.67358752,585622.7567792,596699.55208536,609024.7872756,619957.34052344,630457.16759632,636346.2226670401,644776.92228264,655694.55393824,663210.06256312,673575.59530584,683523.3234658401,695296.4597432
South Africa,786651.42130056,821070.56073416,850346.72470904,874549.54732232,893932.69564208,909774.45273688,941761.37263536,965974.1429768,984571.4207719201,1000104.79829376,1015508.85534952,1053971.74628016,1087371.24357736,1115438.7585808001,1137637.11396984,1155463.44283256,1192976.32572392,1220521.5849989601,1242844.2869900002,1265629.55834048,1293324.03353792,1353139.722964,1407598.56077592,1457133.27314864,1502290.9851309601,1545195.53668504,1616331.7407572002,1678042.47239776,1733819.38419088,1788213.56176976,1846755.9419913602,1936996.7579948,2028117.9479404,2120641.76755656,2213384.4371922403,2308226.07746968,2397268.19222984,2469080.8418168803,2531000.4757488,2590184.48443672,2652551.76613584,2732670.7687364803,3519421.6673186403,3580446.00571616,3653362.8531289604,3755083.3474290404,3779992.4587416803,3798266.4353716,3840608.94028464,3891710.4198425603,4010983.6804809603,4073788.66221912,4161696.73596904,4274195.59373048,4408400.39433704,4563460.60703104,4628329.7423624005,4707772.29944816,4822628.76878352,4986114.707229041
